"","X","teamRslt","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFG.","team2P.","team3P.","teamFT.","teamTRB","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFG.","oppt2P.","oppt3P.","opptFT.","opptTRB"
"1381",1381,"Loss",19,22,4,8,20,0.5278,0.5763,0.3077,0.8571,36,29,9,14,6,20,0.5238,0.5968,0.3182,0.8182,32
"1382",1382,"Win",29,9,14,6,20,0.5238,0.5968,0.3182,0.8182,32,19,22,4,8,20,0.5278,0.5763,0.3077,0.8571,36
"1383",1383,"Win",25,15,10,12,18,0.4545,0.4776,0.381,0.84,51,20,13,9,7,21,0.427,0.4595,0.2667,0.76,46
"1384",1384,"Loss",20,13,9,7,21,0.427,0.4595,0.2667,0.76,46,25,15,10,12,18,0.4545,0.4776,0.381,0.84,51
"1385",1385,"Loss",15,15,6,8,22,0.3671,0.3729,0.35,0.75,40,19,13,7,7,21,0.4321,0.4697,0.2667,0.7059,47
"1386",1386,"Win",19,13,7,7,21,0.4321,0.4697,0.2667,0.7059,47,15,15,6,8,22,0.3671,0.3729,0.35,0.75,40
"1387",1387,"Win",27,13,6,6,14,0.4239,0.45,0.375,0.84,57,23,13,8,4,18,0.4607,0.4627,0.4545,0.4444,40
"1388",1388,"Loss",23,13,8,4,18,0.4607,0.4627,0.4545,0.4444,40,27,13,6,6,14,0.4239,0.45,0.375,0.84,57
"1389",1389,"Win",26,9,12,5,14,0.4086,0.411,0.4,0.6923,53,17,14,3,7,12,0.3924,0.4167,0.3158,0.5333,45
"1390",1390,"Loss",17,14,3,7,12,0.3924,0.4167,0.3158,0.5333,45,26,9,12,5,14,0.4086,0.411,0.4,0.6923,53
"1391",1391,"Loss",14,19,8,2,15,0.4211,0.4727,0.2857,0.7333,30,34,17,8,1,19,0.5465,0.6512,0.4419,0.5385,52
"1392",1392,"Win",34,17,8,1,19,0.5465,0.6512,0.4419,0.5385,52,14,19,8,2,15,0.4211,0.4727,0.2857,0.7333,30
"1393",1393,"Loss",19,17,10,11,20,0.494,0.5484,0.3333,0.8077,47,27,13,9,2,16,0.4778,0.4722,0.5,0.8696,44
"1394",1394,"Win",27,13,9,2,16,0.4778,0.4722,0.5,0.8696,44,19,17,10,11,20,0.494,0.5484,0.3333,0.8077,47
"1395",1395,"Loss",18,14,7,7,23,0.4177,0.4167,0.4211,0.875,35,27,15,5,5,19,0.5122,0.5645,0.35,0.7826,50
"1396",1396,"Win",27,15,5,5,19,0.5122,0.5645,0.35,0.7826,50,18,14,7,7,23,0.4177,0.4167,0.4211,0.875,35
"1397",1397,"Loss",15,23,12,4,25,0.4,0.4464,0.2143,0.8182,28,30,18,12,5,27,0.5844,0.6452,0.3333,0.6897,44
"1398",1398,"Win",30,18,12,5,27,0.5844,0.6452,0.3333,0.6897,44,15,23,12,4,25,0.4,0.4464,0.2143,0.8182,28
"1399",1399,"Loss",32,17,9,5,17,0.4362,0.48,0.2632,0.5,52,26,16,6,9,16,0.4667,0.5,0.375,0.7,42
"1400",1400,"Win",26,16,6,9,16,0.4667,0.5,0.375,0.7,42,32,17,9,5,17,0.4362,0.48,0.2632,0.5,52
"1401",1401,"Loss",24,16,8,2,23,0.4091,0.4545,0.2727,0.4706,41,25,16,5,4,17,0.4872,0.569,0.25,0.9375,45
"1402",1402,"Win",25,16,5,4,17,0.4872,0.569,0.25,0.9375,45,24,16,8,2,23,0.4091,0.4545,0.2727,0.4706,41
"1403",1403,"Loss",24,5,9,2,22,0.4333,0.4366,0.4211,0.8125,37,25,16,2,6,17,0.5067,0.4912,0.5556,0.6786,49
"1404",1404,"Win",25,16,2,6,17,0.5067,0.4912,0.5556,0.6786,49,24,5,9,2,22,0.4333,0.4366,0.4211,0.8125,37
"1405",1405,"Loss",22,12,7,1,21,0.407,0.4225,0.3333,0.75,48,34,13,5,3,24,0.5056,0.5143,0.4737,0.7,47
"1406",1406,"Win",34,13,5,3,24,0.5056,0.5143,0.4737,0.7,47,22,12,7,1,21,0.407,0.4225,0.3333,0.75,48
"1407",1407,"Loss",27,21,9,2,26,0.5063,0.5345,0.4286,0.7143,41,23,17,8,2,22,0.5,0.463,0.6111,0.8519,29
"1408",1408,"Win",23,17,8,2,22,0.5,0.463,0.6111,0.8519,29,27,21,9,2,26,0.5063,0.5345,0.4286,0.7143,41
"1409",1409,"Win",24,14,9,3,15,0.4699,0.5238,0.3,0.6364,41,26,15,10,8,18,0.4457,0.4615,0.3571,0.6667,47
"1410",1410,"Loss",26,15,10,8,18,0.4457,0.4615,0.3571,0.6667,47,24,14,9,3,15,0.4699,0.5238,0.3,0.6364,41
"1411",1411,"Win",19,13,10,4,23,0.5333,0.5873,0.25,0.7391,34,15,15,10,3,24,0.3733,0.4211,0.2222,0.7813,38
"1412",1412,"Loss",15,15,10,3,24,0.3733,0.4211,0.2222,0.7813,38,19,13,10,4,23,0.5333,0.5873,0.25,0.7391,34
"1413",1413,"Loss",18,10,7,6,25,0.4432,0.4861,0.25,0.8636,35,23,16,6,8,19,0.527,0.55,0.4286,0.7941,47
"1414",1414,"Win",23,16,6,8,19,0.527,0.55,0.4286,0.7941,47,18,10,7,6,25,0.4432,0.4861,0.25,0.8636,35
"1415",1415,"Loss",21,20,6,6,24,0.4684,0.5323,0.2353,0.8,44,27,13,11,8,16,0.4405,0.4167,0.5833,0.6296,44
"1416",1416,"Win",27,13,11,8,16,0.4405,0.4167,0.5833,0.6296,44,21,20,6,6,24,0.4684,0.5323,0.2353,0.8,44
"1417",1417,"Loss",20,13,5,2,5,0.3375,0.3824,0.0833,0.75,46,26,11,8,7,10,0.4557,0.5593,0.15,0.6,46
"1418",1418,"Win",26,11,8,7,10,0.4557,0.5593,0.15,0.6,46,20,13,5,2,5,0.3375,0.3824,0.0833,0.75,46
"1419",1419,"Loss",13,16,8,5,24,0.425,0.4727,0.32,0.9,40,23,11,6,5,18,0.5062,0.5797,0.0833,0.6667,39
"1420",1420,"Win",23,11,6,5,18,0.5062,0.5797,0.0833,0.6667,39,13,16,8,5,24,0.425,0.4727,0.32,0.9,40
"1421",1421,"Loss",15,12,10,5,13,0.4222,0.4545,0.2308,0.5,43,22,15,6,2,16,0.4557,0.4889,0.4118,0.8125,46
"1422",1422,"Win",22,15,6,2,16,0.4557,0.4889,0.4118,0.8125,46,15,12,10,5,13,0.4222,0.4545,0.2308,0.5,43
"1423",1423,"Loss",21,14,7,9,18,0.4138,0.4648,0.1875,0.8,40,25,11,11,8,19,0.4713,0.5,0.4,0.7407,48
"1424",1424,"Win",25,11,11,8,19,0.4713,0.5,0.4,0.7407,48,21,14,7,9,18,0.4138,0.4648,0.1875,0.8,40
"1425",1425,"Win",23,28,5,8,24,0.5857,0.6538,0.3889,0.6875,39,23,13,13,2,20,0.4706,0.5139,0.2308,0.7895,29
"1426",1426,"Loss",23,13,13,2,20,0.4706,0.5139,0.2308,0.7895,29,23,28,5,8,24,0.5857,0.6538,0.3889,0.6875,39
"1427",1427,"Loss",13,13,11,4,21,0.4023,0.4776,0.15,0.72,39,25,22,8,8,19,0.5278,0.5167,0.5833,0.8333,41
"1428",1428,"Win",25,22,8,8,19,0.5278,0.5167,0.5833,0.8333,41,13,13,11,4,21,0.4023,0.4776,0.15,0.72,39
"1429",1429,"Loss",26,18,5,3,33,0.4444,0.4667,0.381,0.8214,39,28,12,7,8,26,0.48,0.5,0.44,0.775,37
"1430",1430,"Win",28,12,7,8,26,0.48,0.5,0.44,0.775,37,26,18,5,3,33,0.4444,0.4667,0.381,0.8214,39
"1431",1431,"Win",20,13,5,5,18,0.4512,0.4928,0.2308,0.8333,40,16,17,7,5,18,0.3483,0.3788,0.2609,0.7895,52
"1432",1432,"Loss",16,17,7,5,18,0.3483,0.3788,0.2609,0.7895,52,20,13,5,5,18,0.4512,0.4928,0.2308,0.8333,40
"1433",1433,"Win",19,22,9,2,23,0.5068,0.5238,0.4,0.8182,40,15,17,7,0,20,0.439,0.4521,0.3333,0.8824,34
"1434",1434,"Loss",15,17,7,0,20,0.439,0.4521,0.3333,0.8824,34,19,22,9,2,23,0.5068,0.5238,0.4,0.8182,40
"1435",1435,"Loss",21,12,2,5,26,0.4767,0.5352,0.2,0.8,40,35,9,6,2,24,0.5055,0.451,0.575,0.7143,48
"1436",1436,"Win",35,9,6,2,24,0.5055,0.451,0.575,0.7143,48,21,12,2,5,26,0.4767,0.5352,0.2,0.8,40
"1437",1437,"Loss",27,17,6,11,28,0.48,0.5357,0.1875,0.4545,44,26,17,9,12,19,0.4396,0.4667,0.3125,0.7297,53
"1438",1438,"Win",26,17,9,12,19,0.4396,0.4667,0.3125,0.7297,53,27,17,6,11,28,0.48,0.5357,0.1875,0.4545,44
"1439",1439,"Loss",21,13,5,5,10,0.4684,0.4844,0.4,0.6,37,33,6,6,5,20,0.5652,0.6324,0.375,0.6923,45
"1440",1440,"Win",33,6,6,5,20,0.5652,0.6324,0.375,0.6923,45,21,13,5,5,10,0.4684,0.4844,0.4,0.6,37
"1441",1441,"Win",21,14,4,5,20,0.4795,0.5741,0.2105,0.8333,41,18,15,12,2,23,0.4146,0.4688,0.2222,0.8846,43
"1442",1442,"Loss",18,15,12,2,23,0.4146,0.4688,0.2222,0.8846,43,21,14,4,5,20,0.4795,0.5741,0.2105,0.8333,41
"1443",1443,"Win",17,14,16,6,16,0.4024,0.4219,0.3333,0.6364,48,16,18,6,5,20,0.3448,0.3582,0.3,0.7143,50
"1444",1444,"Loss",16,18,6,5,20,0.3448,0.3582,0.3,0.7143,50,17,14,16,6,16,0.4024,0.4219,0.3333,0.6364,48
"1445",1445,"Loss",14,9,5,3,12,0.4048,0.4464,0.3214,0.8261,41,23,11,3,4,17,0.5316,0.5254,0.55,0.7857,38
"1446",1446,"Win",23,11,3,4,17,0.5316,0.5254,0.55,0.7857,38,14,9,5,3,12,0.4048,0.4464,0.3214,0.8261,41
"1447",1447,"Win",20,9,10,5,8,0.3902,0.4154,0.2941,0.76,54,20,15,7,8,17,0.3444,0.3537,0.25,0.7143,53
"1448",1448,"Loss",20,15,7,8,17,0.3444,0.3537,0.25,0.7143,53,20,9,10,5,8,0.3902,0.4154,0.2941,0.76,54
"1449",1449,"Loss",28,8,6,4,19,0.4524,0.4583,0.4167,0.6875,38,28,13,4,5,16,0.5135,0.56,0.4167,0.7391,46
"1450",1450,"Win",28,13,4,5,16,0.5135,0.56,0.4167,0.7391,46,28,8,6,4,19,0.4524,0.4583,0.4167,0.6875,38
"1451",1451,"Win",22,14,6,5,19,0.4146,0.4242,0.375,0.76,46,28,14,7,7,29,0.4337,0.5,0.1765,0.7143,41
"1452",1452,"Loss",28,14,7,7,29,0.4337,0.5,0.1765,0.7143,41,22,14,6,5,19,0.4146,0.4242,0.375,0.76,46
"1453",1453,"Loss",19,16,6,2,26,0.4875,0.5455,0.36,0.84,39,23,10,9,6,16,0.4878,0.5085,0.4348,0.8571,38
"1454",1454,"Win",23,10,9,6,16,0.4878,0.5085,0.4348,0.8571,38,19,16,6,2,26,0.4875,0.5455,0.36,0.84,39
"1455",1455,"Loss",19,17,4,4,17,0.4487,0.5397,0.0667,0.8667,40,24,13,10,7,17,0.52,0.5738,0.2857,0.6471,33
"1456",1456,"Win",24,13,10,7,17,0.52,0.5738,0.2857,0.6471,33,19,17,4,4,17,0.4487,0.5397,0.0667,0.8667,40
"1459",1459,"Loss",20,6,6,1,20,0.4286,0.4815,0.3333,0.8947,42,22,8,5,3,16,0.4767,0.4697,0.5,0.6842,46
"1460",1460,"Win",22,8,5,3,16,0.4767,0.4697,0.5,0.6842,46,20,6,6,1,20,0.4286,0.4815,0.3333,0.8947,42
"1461",1461,"Loss",15,16,12,9,21,0.3537,0.3651,0.3158,0.7586,37,23,19,9,12,23,0.4815,0.4789,0.5,0.6538,50
"1462",1462,"Win",23,19,9,12,23,0.4815,0.4789,0.5,0.6538,50,15,16,12,9,21,0.3537,0.3651,0.3158,0.7586,37
"1463",1463,"Win",24,13,13,5,22,0.4568,0.4821,0.4,0.9524,41,16,16,7,5,19,0.4074,0.3968,0.4444,0.8696,49
"1464",1464,"Loss",16,16,7,5,19,0.4074,0.3968,0.4444,0.8696,49,24,13,13,5,22,0.4568,0.4821,0.4,0.9524,41
"1465",1465,"Loss",16,13,2,3,19,0.4138,0.4844,0.2174,0.6,43,25,9,10,5,28,0.5287,0.5395,0.4545,0.76,48
"1466",1466,"Win",25,9,10,5,28,0.5287,0.5395,0.4545,0.76,48,16,13,2,3,19,0.4138,0.4844,0.2174,0.6,43
"1467",1467,"Loss",26,15,5,4,16,0.4176,0.4375,0.3704,0.7143,34,29,10,11,8,16,0.5814,0.6119,0.4737,0.8261,46
"1468",1468,"Win",29,10,11,8,16,0.5814,0.6119,0.4737,0.8261,46,26,15,5,4,16,0.4176,0.4375,0.3704,0.7143,34
"1469",1469,"Win",23,13,6,10,17,0.45,0.5185,0.3077,0.8,46,30,11,10,4,20,0.427,0.4533,0.2857,0.6842,46
"1470",1470,"Loss",30,11,10,4,20,0.427,0.4533,0.2857,0.6842,46,23,13,6,10,17,0.45,0.5185,0.3077,0.8,46
"1471",1471,"Loss",17,15,9,5,14,0.3289,0.3448,0.2778,0.5938,47,19,13,11,4,25,0.45,0.4531,0.4375,0.9091,45
"1472",1472,"Win",19,13,11,4,25,0.45,0.4531,0.4375,0.9091,45,17,15,9,5,14,0.3289,0.3448,0.2778,0.5938,47
"1473",1473,"Win",19,14,9,9,31,0.4375,0.4598,0.2222,0.7368,46,23,19,6,7,22,0.4487,0.4643,0.4091,0.6786,42
"1474",1474,"Loss",23,19,6,7,22,0.4487,0.4643,0.4091,0.6786,42,19,14,9,9,31,0.4375,0.4598,0.2222,0.7368,46
"1475",1475,"Win",24,14,4,5,19,0.5233,0.5143,0.5625,0.6667,44,30,17,8,6,15,0.473,0.44,0.5417,0.7391,33
"1476",1476,"Loss",30,17,8,6,15,0.473,0.44,0.5417,0.7391,33,24,14,4,5,19,0.5233,0.5143,0.5625,0.6667,44
"1477",1477,"Loss",30,19,3,7,26,0.5233,0.5692,0.381,0.7692,39,23,6,10,3,15,0.4875,0.4848,0.5,0.8293,32
"1478",1478,"Win",23,6,10,3,15,0.4875,0.4848,0.5,0.8293,32,30,19,3,7,26,0.5233,0.5692,0.381,0.7692,39
"1479",1479,"Loss",20,8,8,9,16,0.4568,0.4737,0.4167,0.8333,33,26,12,5,4,20,0.5169,0.5373,0.4545,0.85,49
"1480",1480,"Win",26,12,5,4,20,0.5169,0.5373,0.4545,0.85,49,20,8,8,9,16,0.4568,0.4737,0.4167,0.8333,33
"1481",1481,"Loss",23,19,9,5,24,0.4416,0.4426,0.4375,0.7368,35,22,14,11,4,21,0.5294,0.5122,0.5556,0.75,36
"1482",1482,"Win",22,14,11,4,21,0.5294,0.5122,0.5556,0.75,36,23,19,9,5,24,0.4416,0.4426,0.4375,0.7368,35
"1483",1483,"Win",19,10,5,6,19,0.4691,0.5455,0.3077,0.8,42,19,10,6,2,18,0.4625,0.5373,0.0769,0.7037,41
"1484",1484,"Loss",19,10,6,2,18,0.4625,0.5373,0.0769,0.7037,41,19,10,5,6,19,0.4691,0.5455,0.3077,0.8,42
"1485",1485,"Loss",18,17,4,4,18,0.4699,0.4923,0.3889,0.7333,39,29,8,10,11,20,0.5747,0.5455,0.6667,0.7222,40
"1486",1486,"Win",29,8,10,11,20,0.5747,0.5455,0.6667,0.7222,40,18,17,4,4,18,0.4699,0.4923,0.3889,0.7333,39
"1487",1487,"Loss",21,11,4,4,12,0.4545,0.5161,0.3077,0.75,40,27,11,5,9,19,0.5949,0.6604,0.4615,0.75,39
"1488",1488,"Win",27,11,5,9,19,0.5949,0.6604,0.4615,0.75,39,21,11,4,4,12,0.4545,0.5161,0.3077,0.75,40
"1489",1489,"Loss",18,16,6,3,25,0.48,0.5172,0.3529,0.75,34,26,14,5,5,22,0.4615,0.4828,0.4,0.8261,43
"1490",1490,"Win",26,14,5,5,22,0.4615,0.4828,0.4,0.8261,43,18,16,6,3,25,0.48,0.5172,0.3529,0.75,34
"1491",1491,"Win",25,12,6,2,16,0.4557,0.4627,0.4167,0.8889,41,21,12,4,10,22,0.4744,0.5323,0.25,0.6471,37
"1492",1492,"Loss",21,12,4,10,22,0.4744,0.5323,0.25,0.6471,37,25,12,6,2,16,0.4557,0.4627,0.4167,0.8889,41
"1493",1493,"Win",23,20,9,8,21,0.5,0.5397,0.3529,0.7353,46,24,16,9,5,23,0.4405,0.4375,0.45,0.7692,38
"1494",1494,"Loss",24,16,9,5,23,0.4405,0.4375,0.45,0.7692,38,23,20,9,8,21,0.5,0.5397,0.3529,0.7353,46
"1495",1495,"Loss",20,7,5,3,17,0.3068,0.3472,0.125,0.8696,40,24,11,2,2,19,0.4194,0.4805,0.125,0.7,60
"1496",1496,"Win",24,11,2,2,19,0.4194,0.4805,0.125,0.7,60,20,7,5,3,17,0.3068,0.3472,0.125,0.8696,40
"1497",1497,"Win",25,20,11,2,20,0.494,0.5,0.4706,0.7895,46,19,14,12,7,14,0.3953,0.3913,0.4118,0.8929,42
"1498",1498,"Loss",19,14,12,7,14,0.3953,0.3913,0.4118,0.8929,42,25,20,11,2,20,0.494,0.5,0.4706,0.7895,46
"1499",1499,"Loss",12,16,4,1,26,0.382,0.3836,0.375,0.7083,52,25,10,9,6,23,0.4935,0.4737,0.55,0.7632,44
"1500",1500,"Win",25,10,9,6,23,0.4935,0.4737,0.55,0.7632,44,12,16,4,1,26,0.382,0.3836,0.375,0.7083,52
"1501",1501,"Loss",23,18,8,7,27,0.4878,0.5373,0.2667,0.9615,39,27,17,11,6,24,0.5176,0.5455,0.4211,0.6857,44
"1502",1502,"Win",27,17,11,6,24,0.5176,0.5455,0.4211,0.6857,44,23,18,8,7,27,0.4878,0.5373,0.2667,0.9615,39
"1503",1503,"Win",21,18,10,6,19,0.5125,0.5962,0.3571,0.625,43,11,16,10,3,18,0.4459,0.5098,0.3043,0.8333,35
"1504",1504,"Loss",11,16,10,3,18,0.4459,0.5098,0.3043,0.8333,35,21,18,10,6,19,0.5125,0.5962,0.3571,0.625,43
"1505",1505,"Loss",16,15,9,3,17,0.5,0.4828,0.5833,0.7692,29,19,11,10,6,27,0.55,0.5938,0.375,0.9286,38
"1506",1506,"Win",19,11,10,6,27,0.55,0.5938,0.375,0.9286,38,16,15,9,3,17,0.5,0.4828,0.5833,0.7692,29
"1507",1507,"Loss",16,17,3,7,17,0.5,0.5179,0.4167,0.64,33,24,13,7,4,21,0.5128,0.5161,0.5,0.7778,39
"1508",1508,"Win",24,13,7,4,21,0.5128,0.5161,0.5,0.7778,39,16,17,3,7,17,0.5,0.5179,0.4167,0.64,33
"1509",1509,"Loss",25,21,10,11,19,0.4248,0.4598,0.3077,0.5882,65,34,16,14,8,19,0.3981,0.3846,0.4333,0.7917,51
"1510",1510,"Win",34,16,14,8,19,0.3981,0.3846,0.4333,0.7917,51,25,21,10,11,19,0.4248,0.4598,0.3077,0.5882,65
"1511",1511,"Loss",24,20,7,2,20,0.4928,0.566,0.25,0.64,33,30,13,12,4,24,0.519,0.5303,0.4615,0.7727,36
"1512",1512,"Win",30,13,12,4,24,0.519,0.5303,0.4615,0.7727,36,24,20,7,2,20,0.4928,0.566,0.25,0.64,33
"1513",1513,"Loss",31,14,4,3,13,0.506,0.5714,0.3704,0.8333,38,34,10,5,3,16,0.5054,0.5385,0.3333,0.6111,50
"1514",1514,"Win",34,10,5,3,16,0.5054,0.5385,0.3333,0.6111,50,31,14,4,3,13,0.506,0.5714,0.3704,0.8333,38
"1515",1515,"Win",22,7,10,3,14,0.589,0.5741,0.6316,0.65,28,12,18,2,4,17,0.4722,0.5283,0.3158,0.7059,39
"1516",1516,"Loss",12,18,2,4,17,0.4722,0.5283,0.3158,0.7059,39,22,7,10,3,14,0.589,0.5741,0.6316,0.65,28
"1517",1517,"Win",23,14,15,9,7,0.4474,0.4237,0.5294,0.7407,40,18,23,6,8,22,0.3297,0.3377,0.2857,1,53
"1518",1518,"Loss",18,23,6,8,22,0.3297,0.3377,0.2857,1,53,23,14,15,9,7,0.4474,0.4237,0.5294,0.7407,40
"1519",1519,"Loss",29,16,6,7,21,0.4944,0.6071,0.303,0.7647,43,22,13,9,2,21,0.4598,0.4328,0.55,0.963,46
"1520",1520,"Win",22,13,9,2,21,0.4598,0.4328,0.55,0.963,46,29,16,6,7,21,0.4944,0.6071,0.303,0.7647,43
"1521",1521,"Loss",26,10,6,7,24,0.4156,0.4127,0.4286,0.8077,44,22,10,6,7,19,0.4286,0.4237,0.4444,0.6667,47
"1522",1522,"Win",22,10,6,7,19,0.4286,0.4237,0.4444,0.6667,47,26,10,6,7,24,0.4156,0.4127,0.4286,0.8077,44
"1523",1523,"Win",29,13,8,7,16,0.5867,0.6429,0.4211,0.5,43,27,14,8,0,18,0.4167,0.3939,0.5,0.6875,37
"1524",1524,"Loss",27,14,8,0,18,0.4167,0.3939,0.5,0.6875,37,29,13,8,7,16,0.5867,0.6429,0.4211,0.5,43
"1525",1525,"Win",9,12,6,6,21,0.3875,0.3971,0.3333,0.7188,52,16,8,6,7,26,0.3438,0.3784,0.2273,0.7222,53
"1526",1526,"Loss",16,8,6,7,26,0.3438,0.3784,0.2273,0.7222,53,9,12,6,6,21,0.3875,0.3971,0.3333,0.7188,52
"1527",1527,"Win",25,22,10,6,17,0.52,0.5082,0.5714,0.8235,36,24,20,12,7,15,0.5063,0.5738,0.2778,0.6364,31
"1528",1528,"Loss",24,20,12,7,15,0.5063,0.5738,0.2778,0.6364,31,25,22,10,6,17,0.52,0.5082,0.5714,0.8235,36
"1529",1529,"Win",26,16,7,10,25,0.494,0.5,0.4762,0.9286,49,21,13,13,3,16,0.358,0.3871,0.2632,0.697,41
"1530",1530,"Loss",21,13,13,3,16,0.358,0.3871,0.2632,0.697,41,26,16,7,10,25,0.494,0.5,0.4762,0.9286,49
"1531",1531,"Win",21,8,10,1,18,0.52,0.5254,0.5,0.85,26,18,19,7,5,23,0.4744,0.5303,0.1667,0.65,49
"1532",1532,"Loss",18,19,7,5,23,0.4744,0.5303,0.1667,0.65,49,21,8,10,1,18,0.52,0.5254,0.5,0.85,26
"1533",1533,"Win",29,19,7,4,16,0.5676,0.6129,0.3333,0.8235,47,23,9,13,5,17,0.3789,0.4306,0.2174,0.5909,43
"1534",1534,"Loss",23,9,13,5,17,0.3789,0.4306,0.2174,0.5909,43,29,19,7,4,16,0.5676,0.6129,0.3333,0.8235,47
"1535",1535,"Win",26,18,7,2,20,0.5195,0.6078,0.3462,0.6957,48,25,12,9,3,20,0.427,0.4265,0.4286,0.8,37
"1536",1536,"Loss",25,12,9,3,20,0.427,0.4265,0.4286,0.8,37,26,18,7,2,20,0.5195,0.6078,0.3462,0.6957,48
"1537",1537,"Loss",24,19,13,5,20,0.5176,0.5507,0.375,0.7,45,23,17,10,5,21,0.4699,0.4677,0.4762,0.913,38
"1538",1538,"Win",23,17,10,5,21,0.4699,0.4677,0.4762,0.913,38,24,19,13,5,20,0.5176,0.5507,0.375,0.7,45
"1539",1539,"Loss",15,15,3,2,18,0.5342,0.6327,0.3333,0.9,25,22,9,9,7,21,0.5811,0.6364,0.4211,0.8519,32
"1540",1540,"Win",22,9,9,7,21,0.5811,0.6364,0.4211,0.8519,32,15,15,3,2,18,0.5342,0.6327,0.3333,0.9,25
"1541",1541,"Loss",20,14,12,2,24,0.4651,0.5143,0.25,0.7083,36,21,21,5,4,22,0.5467,0.5645,0.4615,0.8333,39
"1542",1542,"Win",21,21,5,4,22,0.5467,0.5645,0.4615,0.8333,39,20,14,12,2,24,0.4651,0.5143,0.25,0.7083,36
"1543",1543,"Loss",15,20,11,13,16,0.5588,0.6226,0.3333,0.5652,26,25,18,14,3,21,0.4828,0.5147,0.3684,0.8182,38
"1544",1544,"Win",25,18,14,3,21,0.4828,0.5147,0.3684,0.8182,38,15,20,11,13,16,0.5588,0.6226,0.3333,0.5652,26
"1545",1545,"Win",32,13,8,3,21,0.4725,0.5789,0.2941,0.8,48,25,13,6,6,22,0.4524,0.4688,0.4,0.7419,46
"1546",1546,"Loss",25,13,6,6,22,0.4524,0.4688,0.4,0.7419,46,32,13,8,3,21,0.4725,0.5789,0.2941,0.8,48
"1547",1547,"Loss",27,19,10,8,21,0.4118,0.4444,0.2308,0.7059,48,23,19,9,5,15,0.4337,0.4677,0.3333,0.6667,48
"1548",1548,"Win",23,19,9,5,15,0.4337,0.4677,0.3333,0.6667,48,27,19,10,8,21,0.4118,0.4444,0.2308,0.7059,48
"1549",1549,"Loss",14,16,5,8,20,0.3171,0.3182,0.3125,0.7143,45,24,7,7,9,21,0.4316,0.4605,0.3158,0.6842,53
"1550",1550,"Win",24,7,7,9,21,0.4316,0.4605,0.3158,0.6842,53,14,16,5,8,20,0.3171,0.3182,0.3125,0.7143,45
"1551",1551,"Win",32,9,6,3,12,0.4457,0.5345,0.2941,0.6957,54,18,15,7,2,21,0.4146,0.4559,0.2143,0.5556,41
"1552",1552,"Loss",18,15,7,2,21,0.4146,0.4559,0.2143,0.5556,41,32,9,6,3,12,0.4457,0.5345,0.2941,0.6957,54
"1553",1553,"Win",25,13,7,10,15,0.4524,0.5077,0.2632,0.8333,44,24,11,7,4,15,0.4124,0.4419,0.1818,0.8667,48
"1554",1554,"Loss",24,11,7,4,15,0.4124,0.4419,0.1818,0.8667,48,25,13,7,10,15,0.4524,0.5077,0.2632,0.8333,44
"1555",1555,"Loss",15,22,5,4,19,0.3649,0.4211,0.1765,0.7059,49,18,12,9,4,21,0.3684,0.377,0.3333,0.8333,39
"1556",1556,"Win",18,12,9,4,21,0.3684,0.377,0.3333,0.8333,39,15,22,5,4,19,0.3649,0.4211,0.1765,0.7059,49
"1557",1557,"Loss",25,14,8,5,24,0.5316,0.4839,0.7059,0.5455,29,29,13,5,3,21,0.5467,0.5208,0.5926,0.7,37
"1558",1558,"Win",29,13,5,3,21,0.5467,0.5208,0.5926,0.7,37,25,14,8,5,24,0.5316,0.4839,0.7059,0.5455,29
"1559",1559,"Win",12,10,3,8,20,0.4247,0.4231,0.4286,0.875,35,12,12,7,2,21,0.3544,0.3519,0.36,0.7188,52
"1560",1560,"Loss",12,12,7,2,21,0.3544,0.3519,0.36,0.7188,52,12,10,3,8,20,0.4247,0.4231,0.4286,0.875,35
"1561",1561,"Loss",22,17,7,3,18,0.4857,0.5254,0.2727,0.6364,32,19,17,10,4,20,0.443,0.4262,0.5,0.68,48
"1562",1562,"Win",19,17,10,4,20,0.443,0.4262,0.5,0.68,48,22,17,7,3,18,0.4857,0.5254,0.2727,0.6364,32
"1563",1563,"Loss",18,15,5,4,22,0.4474,0.4762,0.3077,0.8333,41,21,13,9,10,21,0.4205,0.4714,0.2222,0.7619,41
"1564",1564,"Win",21,13,9,10,21,0.4205,0.4714,0.2222,0.7619,41,18,15,5,4,22,0.4474,0.4762,0.3077,0.8333,41
"1565",1565,"Win",20,14,7,9,22,0.4368,0.4737,0.1818,0.76,53,18,10,8,3,19,0.3412,0.381,0.2273,0.7895,49
"1566",1566,"Loss",18,10,8,3,19,0.3412,0.381,0.2273,0.7895,49,20,14,7,9,22,0.4368,0.4737,0.1818,0.76,53
"1567",1567,"Loss",19,18,4,9,12,0.3243,0.386,0.1176,1,35,26,7,7,6,13,0.4713,0.48,0.4167,0.6667,52
"1568",1568,"Win",26,7,7,6,13,0.4713,0.48,0.4167,0.6667,52,19,18,4,9,12,0.3243,0.386,0.1176,1,35
"1569",1569,"Loss",17,18,8,2,22,0.4125,0.4531,0.25,0.8333,44,27,12,12,10,27,0.4674,0.5172,0.3824,0.9231,51
